POLE_LAT,POLE_LONG,POLE_ZIPCODE,POLE_POP_SCALED,POLE_SUB_DIST,POLE_SUB_DIST_SCALED,POLE_ZONE,SYNTH_SENSOR_DATA,FAKE_OR_SYNTH,POLE_CRIT_LABEL,POLE_CRIT_CALC,,PERCENT_ERROR,
37.2857072,-121.9712965,95032,0.22024123,1.213793254,0.658028454,1,0.666666667,1,2,,2.472060436,23.60%,
37.2945064,-121.9993336,95070,0.268768215,1.208768243,0.655191399,1,0.666666667,1,2,,2.463513836,23.18%,
37.2882109,-121.998313,95070,0.268768215,1.203197078,0.652045993,1,0.333333333,1,2,,1.764945171,-11.75%,
37.2831277,-121.9979445,95070,0.268768215,1.202143967,0.651451421,1,0.333333333,1,2,,1.765027671,-11.75%,
37.2960894,-121.9909321,95051,0.476904035,1.200626046,0.650594423,0,1,1,3,,2.459792841,-18.01%,
37.2960894,-121.9916046,95051,0.476904035,1.187387695,0.643120225,0,0.666666667,1,1,,1.76182482,76.18%,
37.2857072,-121.9630836,95032,0.22024123,1.185773609,0.642208934,1,0.666666667,1,2,,2.474255477,23.71%,
37.2899865,-121.9511478,95008,0.397310299,1.179774605,0.638821975,0,0.333333333,1,1,,1.078079885,7.81%,
37.2795579,-121.949879,95008,0.397310299,1.179330858,0.638571442,0,0.333333333,1,1,,1.078114648,7.81%,
37.298107,-121.9891695,95051,0.476904035,1.175279218,0.63628394,0,0.666666667,1,1,,1.762773391,76.28%,
37.2960894,-121.9924144,95051,0.476904035,1.173692036,0.635387838,0,1,1,3,,2.461902834,-17.94%,
37.3049715,-121.9840374,95051,0.476904035,1.173216734,0.635119489,0,1,1,3,,2.461940069,-17.94%,
37.2857072,-121.9681649,95032,0.22024123,1.17118865,0.633974459,1,0.333333333,1,2,,1.776392947,-11.18%,
37.2973888,-121.9507834,95008,0.397310299,1.170127458,0.633375324,0,0.333333333,1,1,,1.078835637,7.88%,
37.2899865,-121.9509173,95008,0.397310299,1.163875053,0.629845299,0,0.666666667,1,1,,1.778330553,77.83%,
37.2936298,-121.9998436,95070,0.268768215,1.163599881,0.62968994,1,0.666666667,1,2,,2.467052297,23.35%,
37.2816897,-121.998489,95070,0.268768215,1.162346557,0.62898233,1,1,1,3,,3.166155587,5.54%,
37.3085199,-121.9742352,95051,0.476904035,1.155700424,0.625230012,0,1,1,3,,2.463312286,-17.89%,
37.3005419,-121.9873893,95051,0.476904035,1.154522944,0.624565222,0,1,1,3,,2.463404529,-17.89%,
37.3075707,-121.9781053,95051,0.476904035,1.153835899,0.624177326,0,1,1,3,,2.463458352,-17.89%,
37.2960894,-121.9948015,95051,0.476904035,1.148332719,0.621070303,0,0.666666667,1,1,,1.764884363,76.49%,
37.2960894,-121.9964966,95051,0.476904035,1.144504888,0.618909161,0,1,1,3,,2.464189338,-17.86%,
37.2973888,-121.9915585,95051,0.476904035,1.142504559,0.617779801,0,1,1,3,,2.464346042,-17.86%,
37.3005419,-121.9498323,95008,0.397310299,1.132183037,0.611952407,0,0.666666667,1,1,,1.780813286,78.08%,
37.2960894,-121.95032,95008,0.397310299,1.131146823,0.611367374,0,0.333333333,1,1,,1.081889356,8.19%,
37.298107,-122.001449,95051,0.476904035,1.130399378,0.610945376,0,0.666666667,1,1,,1.76628925,76.63%,
37.2886359,-121.9994561,95070,0.268768215,1.129968252,0.610701968,1,0.333333333,1,2,,1.770681872,-11.47%,
37.2831277,-121.9715694,95032,0.22024123,1.129479357,0.610425945,1,0.333333333,1,2,,1.779660428,-11.02%,
37.3085199,-121.9764113,95051,0.476904035,1.127491818,0.609303806,0,1,1,3,,2.465522131,-17.82%,
37.2989946,-121.9899802,95051,0.476904035,1.123188235,0.606874061,0,1,1,3,,2.465859271,-17.81%,
37.3085199,-121.9783381,95051,0.476904035,1.118907988,0.60445749,0,0.666666667,1,1,,1.767189478,76.72%,
37.3004791,-121.9885193,95051,0.476904035,1.117386904,0.603598706,0,1,1,3,,2.466313744,-17.79%,
37.3004791,-121.9494295,95008,0.397310299,1.104834538,0.596511806,0,0.666666667,1,1,,1.782955751,78.30%,
37.2899865,-121.9500366,95008,0.397310299,1.103132952,0.595551114,0,0.333333333,1,1,,1.084083945,8.41%,
37.3075707,-121.9841704,95051,0.476904035,1.101949548,0.594882979,0,0.333333333,1,1,,1.069512885,6.95%,
37.2973888,-121.9972767,95051,0.476904035,1.099296273,0.593384975,0,0.666666667,1,1,,1.768725848,76.87%,
37.2973888,-121.9965805,95051,0.476904035,1.097065453,0.592125484,0,0.333333333,1,1,,1.069895502,6.99%,
37.2991858,-122.0026931,95070,0.268768215,1.095852344,0.591440579,1,1,1,3,,3.171364702,5.71%,
37.2795579,-121.9744865,95032,0.22024123,1.095327186,0.591144081,1,1,1,3,,3.180346099,6.01%,
37.3085199,-121.9839364,95051,0.476904035,1.091936742,0.589229882,0,0.333333333,1,1,,1.070297282,7.03%,
37.2831277,-121.9634813,95032,0.22024123,1.087962218,0.586985918,1,0.666666667,1,2,,2.481917961,24.10%,
37.2945064,-121.9497714,95008,0.397310299,1.086950817,0.586414894,0,0.333333333,1,1,,1.085351644,8.54%,
37.2991858,-122.0009642,95051,0.476904035,1.08239616,0.583843395,0,0.666666667,1,1,,1.770049793,77.01%,
37.298107,-121.9938828,95051,0.476904035,1.08226444,0.583769028,0,0.333333333,1,1,,1.071055005,7.11%,
37.3028574,-121.9874452,95051,0.476904035,1.081243611,0.583192682,0,0.333333333,1,1,,1.071134976,7.11%,
37.2831277,-121.9641137,95032,0.22024123,1.080901671,0.582999627,1,0.666666667,1,2,,2.48247108,24.12%,
37.2816897,-121.9715948,95032,0.22024123,1.080357497,0.582692393,1,1,1,3,,3.181518815,6.05%,
37.298107,-122.0025593,95070,0.268768215,1.079893013,0.582430152,1,0.333333333,1,2,,1.774604735,-11.27%,
37.3004791,-122.0026398,95051,0.476904035,1.079785547,0.582369478,0,0.333333333,1,1,,1.0712492,7.13%,
37.2989946,-122.0029307,95070,0.268768215,1.078561562,0.581678432,1,1,1,3,,3.172719251,5.76%,
37.3004791,-122.0025453,95051,0.476904035,1.077107873,0.580857698,0,0.666666667,1,1,,1.770464074,77.05%,
37.3004791,-121.9489776,95008,0.397310299,1.074939893,0.579633686,0,0.333333333,1,1,,1.086292572,8.63%,
37.3006486,-121.98972,95051,0.476904035,1.074844883,0.579580045,0,1,1,3,,2.469646459,-17.68%,
37.2816897,-121.9614736,95032,0.22024123,1.071350358,0.577607082,1,1,1,3,,3.182224429,6.07%,
37.2831277,-121.9655457,95032,0.22024123,1.071348405,0.577605979,1,0.666666667,1,2,,2.483219477,24.16%,
37.298107,-121.9956717,95051,0.476904035,1.071043274,0.577433707,0,0.666666667,1,1,,1.77093917,77.09%,
37.2831277,-121.9658901,95032,0.22024123,1.070403386,0.577072434,1,1,1,3,,3.182298614,6.08%,
37.2991858,-121.9920423,95051,0.476904035,1.070076525,0.576887893,0,0.666666667,1,1,,1.771014905,77.10%,
37.3005419,-122.0023205,95051,0.476904035,1.068757575,0.576143231,0,0.333333333,1,1,,1.072113124,7.21%,
37.3049715,-121.9862594,95051,0.476904035,1.068687414,0.576103619,0,0.666666667,1,1,,1.771123727,77.11%,
37.3006486,-122.0024081,95051,0.476904035,1.067591849,0.575485077,0,1,1,3,,2.470214658,-17.66%,
37.2816897,-121.971006,95032,0.22024123,1.067355262,0.575351504,1,0.666666667,1,2,,2.483532298,24.18%,
37.2991858,-122.0001791,95051,0.476904035,1.0671212,0.575219355,0,1,1,3,,2.470251528,-17.66%,
37.3049715,-122.0065653,95070,0.268768215,1.064211285,0.573576456,1,0.666666667,1,2,,2.474838339,23.74%,
37.2816897,-121.9708138,95032,0.22024123,1.063413588,0.573126087,1,0.333333333,1,2,,1.784835979,-10.76%,
37.2795579,-121.9591318,95032,0.22024123,1.063057603,0.572925102,1,0.333333333,1,2,,1.784863867,-10.76%,
37.3028574,-121.987948,95051,0.476904035,1.06221275,0.572448109,0,1,1,3,,2.470636053,-17.65%,
37.2857072,-121.9491126,95008,0.397310299,1.061310606,0.571938771,0,0.666666667,1,1,,1.786365389,78.64%,
37.2795579,-121.9594172,95032,0.22024123,1.053969688,0.567794186,1,0.666666667,1,2,,2.484580915,24.23%,
37.2989946,-121.9488637,95008,0.397310299,1.05269144,0.567072504,0,0.666666667,1,1,,1.787040609,78.70%,
37.3085199,-122.0109769,95070,0.268768215,1.049741279,0.565406882,1,1,1,3,,3.174977014,5.83%,
37.2991858,-121.9989416,95051,0.476904035,1.048305457,0.564596236,0,1,1,3,,2.471725542,-17.61%,
37.2989946,-121.9941333,95051,0.476904035,1.047644565,0.564223105,0,0.333333333,1,1,,1.073767104,7.38%,
37.2918084,-122.0012886,95070,0.268768215,1.045729969,0.563142149,1,0.333333333,1,2,,1.777281047,-11.14%,
37.3004791,-122.0042391,95070,0.268768215,1.044639644,0.562526567,1,0.333333333,1,2,,1.777366462,-11.13%,
37.2816897,-121.9697496,95032,0.22024123,1.04437952,0.562379704,1,1,1,3,,3.184337308,6.15%,
37.2899865,-121.9491844,95008,0.397310299,1.044368933,0.562373727,0,0.666666667,1,1,,1.787692589,78.77%,
37.2795579,-121.9598291,95032,0.22024123,1.041372384,0.560681915,1,0.666666667,1,2,,2.48556778,24.28%,
37.2960894,-122.0025432,95070,0.268768215,1.039838679,0.559816005,1,0.333333333,1,2,,1.777742567,-11.11%,
37.2989946,-121.9965092,95051,0.476904035,1.038174018,0.55887616,0,0.666666667,1,1,,1.773514128,77.35%,
37.3085199,-122.0117867,95070,0.268768215,1.035192732,0.557192965,1,0.333333333,1,2,,1.778106527,-11.10%,
37.3006486,-121.9912645,95051,0.476904035,1.035000035,0.557084171,0,0.666666667,1,1,,1.773762776,77.38%,
37.2991858,-121.9974636,95051,0.476904035,1.034682509,0.5569049,0,0.666666667,1,1,,1.77378765,77.38%,
37.3049715,-121.9873176,95051,0.476904035,1.023260347,0.550456099,0,0.666666667,1,1,,1.774682456,77.47%,
37.2886359,-121.9487807,95008,0.397310299,1.02106569,0.549217024,0,0.333333333,1,1,,1.090513044,9.05%,
37.2816897,-121.9673963,95032,0.22024123,1.020004147,0.548617691,1,1,1,3,,3.186246859,6.21%,
37.2918084,-122.0017196,95070,0.268768215,1.018206361,0.547602685,1,0.333333333,1,2,,1.779437229,-11.03%,
37.3049715,-122.0049427,95051,0.476904035,1.018067249,0.547524144,0,1,1,3,,2.474094384,-17.53%,
37.3005419,-121.9925096,95051,0.476904035,1.013750103,0.545086741,0,0.333333333,1,1,,1.076422376,7.64%,
37.3006486,-121.9479375,95008,0.397310299,1.008396858,0.54206437,0,0.666666667,1,1,,1.790510619,79.05%,
37.3075707,-122.0115176,95070,0.268768215,1.006105821,0.54077088,1,0.333333333,1,2,,1.780385178,-10.98%,
37.3004791,-121.9933314,95051,0.476904035,1.003262592,0.539165631,0,0.333333333,1,1,,1.077243961,7.72%,
37.2973888,-122.0036609,95070,0.268768215,1.002846513,0.538930719,1,0.333333333,1,2,,1.78064051,-10.97%,
37.3028574,-122.0026166,95051,0.476904035,1.000384725,0.537540826,0,0.333333333,1,1,,1.077469411,7.75%,
37.2882109,-122.0013375,95070,0.268768215,1.000275978,0.537479429,1,0.666666667,1,2,,2.479846991,23.99%,
37.3005419,-121.9989353,95051,0.476904035,0.999430303,0.537001972,0,0.333333333,1,1,,1.07754418,7.75%,
37.3085199,-121.9858154,95051,0.476904035,0.994613615,0.534282534,0,0.333333333,1,1,,1.077921516,7.79%,
37.3075707,-121.9458035,95008,0.397310299,0.991538335,0.532546271,0,1,1,2,,2.49083641,24.54%,
37.3075707,-122.0191958,95014,0.532997999,0.990296547,0.531845174,1,0.666666667,1,2,,2.431949014,21.60%,
37.3028574,-121.9901786,95051,0.476904035,0.988149498,0.530632979,0,0.666666667,1,1,,1.777433018,77.74%,
37.3004791,-121.9970566,95051,0.476904035,0.985406322,0.529084218,0,1,1,3,,2.476653021,-17.45%,
37.3006486,-121.9975118,95051,0.476904035,0.981630215,0.526952278,0,0.666666667,1,1,,1.777943734,77.79%,
37.3006486,-121.9954784,95051,0.476904035,0.978630964,0.52525894,0,0.666666667,1,1,,1.778178694,77.82%,
37.3075707,-122.0136877,95070,0.268768215,0.977884336,0.524837404,1,0.333333333,1,2,,1.782596032,-10.87%,
37.2795579,-121.9701014,95032,0.22024123,0.974774247,0.523081489,1,0.666666667,1,2,,2.490785037,24.54%,
37.3085199,-122.0183053,95014,0.532997999,0.964009853,0.517004055,1,0.333333333,1,2,,1.73500319,-13.25%,
37.3005419,-122.0059436,95070,0.268768215,0.963483008,0.516706605,1,0.666666667,1,2,,2.48272933,24.14%,
37.3085199,-122.0196579,95014,0.532997999,0.952929176,0.510748051,1,0.666666667,1,2,,2.43487635,21.74%,
37.2795579,-121.964513,95032,0.22024123,0.947764617,0.507832209,1,1,1,3,,3.19190606,6.40%,
37.2886359,-122.0021944,95070,0.268768215,0.947711132,0.507802013,1,0.666666667,1,2,,2.483964889,24.20%,
37.2795579,-121.9675657,95032,0.22024123,0.943220721,0.505266786,1,1,1,3,,3.192262026,6.41%,
37.2973888,-121.9474158,95008,0.397310299,0.941775739,0.504450968,0,0.666666667,1,1,,1.795729676,79.57%,
37.3028574,-122.0081437,95070,0.268768215,0.939687482,0.503271966,1,1,1,3,,3.183598561,6.12%,
37.3075707,-122.0048461,95051,0.476904035,0.938913507,0.50283499,0,0.666666667,1,1,,1.781290135,78.13%,
37.3085199,-122.0053858,95051,0.476904035,0.937239382,0.501889802,0,0.333333333,1,1,,1.082416178,8.24%,
37.3005419,-122.0066063,95070,0.268768215,0.933354581,0.499696494,1,0.333333333,1,2,,1.786084465,-10.70%,
37.2936298,-122.0036207,95070,0.268768215,0.929711675,0.497639758,1,0.333333333,1,2,,1.786369848,-10.68%,
37.2918084,-122.0032118,95070,0.268768215,0.923996733,0.494413177,1,0.333333333,1,2,,1.786817553,-10.66%,
37.3049715,-122.0110735,95070,0.268768215,0.923765693,0.494282735,1,0.333333333,1,2,,1.786835653,-10.66%,
37.3005419,-122.0068941,95070,0.268768215,0.920672619,0.492536426,1,0.333333333,1,2,,1.787077962,-10.65%,
37.3028574,-121.9931802,95051,0.476904035,0.920367981,0.492364432,0,1,1,3,,2.481748085,-17.28%,
37.3049715,-122.0112639,95070,0.268768215,0.919686077,0.491979438,1,1,1,3,,3.185165459,6.17%,
37.3028574,-121.9984143,95051,0.476904035,0.909565902,0.486265721,0,1,1,3,,2.482594313,-17.25%,
37.3028574,-121.9939976,95051,0.476904035,0.909259789,0.486092894,0,0.666666667,1,1,,1.783613189,78.36%,
37.2945064,-122.0042816,95070,0.268768215,0.907365828,0.485023588,1,1,1,3,,3.18613062,6.20%,
37.3075707,-121.9883041,95051,0.476904035,0.906251647,0.484394536,0,0.333333333,1,1,,1.084843738,8.48%,
37.2989946,-121.9466549,95008,0.397310299,0.905602513,0.484028044,0,1,1,2,,2.497568569,24.88%,
37.3028574,-121.9943559,95051,0.476904035,0.905458916,0.483946971,0,0.666666667,1,1,,1.783910947,78.39%,
37.2991858,-122.0064041,95070,0.268768215,0.905365944,0.48389448,1,1,1,3,,3.186287289,6.21%,
37.3028574,-121.9950849,95051,0.476904035,0.899781393,0.480741517,0,0.666666667,1,1,,1.784355721,78.44%,
37.3004791,-122.0073567,95070,0.268768215,0.899010578,0.480306325,1,0.666666667,1,2,,2.48778006,24.39%,
37.3028574,-122.0095728,95070,0.268768215,0.89164471,0.476147653,1,1,1,3,,3.187362202,6.25%,
37.2918084,-122.0037682,95070,0.268768215,0.889373987,0.474865633,1,1,1,3,,3.187540089,6.25%,
37.2936298,-121.9469393,95008,0.397310299,0.88930692,0.474827768,0,1,1,2,,2.498845156,24.94%,
37.3049715,-122.0173599,95070,0.268768215,0.887696275,0.473918419,1,1,1,3,,3.18767152,6.26%,
37.3049715,-121.9913735,95051,0.476904035,0.884227038,0.471959734,0,1,1,3,,2.484579344,-17.18%,
37.2795579,-122.002583,95070,0.268768215,0.880923186,0.470094423,1,0.333333333,1,2,,1.790191908,-10.49%,
37.3049715,-122.000688,95051,0.476904035,0.876021768,0.467327147,0,0.666666667,1,1,,1.786217035,78.62%,
37.3085199,-121.9884254,95051,0.476904035,0.873569833,0.465942817,0,0.333333333,1,1,,1.087404011,8.74%,
37.3006486,-121.9457046,95008,0.397310299,0.863528278,0.460273489,0,1,1,2,,2.500864639,25.04%,
37.3028574,-122.0200333,95070,0.268768215,0.863040384,0.45999803,1,0.333333333,1,2,,1.791592836,-10.42%,
37.2899865,-122.0037534,95070,0.268768215,0.862836533,0.459882938,1,0.666666667,1,2,,2.490613912,24.53%,
37.2831277,-122.0029731,95070,0.268768215,0.855659333,0.455830786,1,0.333333333,1,2,,1.792171063,-10.39%,
37.3085199,-122.0035075,95051,0.476904035,0.85463127,0.455250356,0,1,1,3,,2.486897858,-17.10%,
37.2882109,-122.0036151,95070,0.268768215,0.84940964,0.452302292,1,1,1,3,,3.190670872,6.36%,
37.2936298,-122.0050771,95070,0.268768215,0.843784058,0.449126164,1,0.333333333,1,2,,1.793101365,-10.35%,
37.3006486,-122.0090668,95070,0.268768215,0.837408335,0.445526515,1,0.666666667,1,2,,2.492605942,24.63%,
37.2882109,-121.9460277,95008,0.397310299,0.834754494,0.444028191,0,0.666666667,1,1,,1.804113655,80.41%,
37.3049715,-121.9943138,95051,0.476904035,0.829345902,0.440974572,0,0.666666667,1,1,,1.789873594,78.99%,
37.3004791,-122.0092043,95070,0.268768215,0.827207981,0.43976753,1,1,1,3,,3.192410136,6.41%,
37.2973888,-122.0070765,95070,0.268768215,0.82557894,0.438847795,1,0.666666667,1,2,,2.493532649,24.68%,
37.3049715,-121.9947377,95051,0.476904035,0.82526685,0.438671593,0,0.666666667,1,1,,1.790193144,79.02%,
37.3028574,-122.0127834,95070,0.268768215,0.81761357,0.434350653,1,1,1,3,,3.193161756,6.44%,
37.3028574,-122.017103,95070,0.268768215,0.808422228,0.429161342,1,0.666666667,1,2,,2.494876696,24.74%,
37.2991858,-121.9451195,95008,0.397310299,0.806861499,0.428280176,0,0.666666667,1,1,,1.806298775,80.63%,
37.2857072,-122.003931,95070,0.268768215,0.804371799,0.426874524,1,1,1,3,,3.194199108,6.47%,
37.2816897,-122.0036798,95070,0.268768215,0.80378006,0.426540436,1,0.333333333,1,2,,1.796235253,-10.19%,
37.3006486,-122.0205322,95070,0.268768215,0.803623968,0.426452308,1,1,1,3,,3.194257693,6.48%,
37.3085199,-122.0021441,95051,0.476904035,0.802527979,0.425833527,0,0.666666667,1,1,,1.791974493,79.20%,
37.2991858,-122.008831,95070,0.268768215,0.800943254,0.424938813,1,1,1,3,,3.194467698,6.48%,
37.298107,-122.0081138,95070,0.268768215,0.798360189,0.423480449,1,0.666666667,1,2,,2.495664949,24.78%,
37.2989946,-122.0090149,95070,0.268768215,0.788066809,0.417668943,1,1,1,3,,3.195476431,6.52%,
37.3005419,-122.0195403,95070,0.268768215,0.771627984,0.4083878,1,0.666666667,1,2,,2.497759134,24.89%,
37.2960894,-122.0076438,95070,0.268768215,0.764091446,0.40413277,1,0.666666667,1,2,,2.498349542,24.92%,
37.3075707,-121.9995789,95051,0.476904035,0.760808023,0.402278993,0,1,1,3,,2.494247913,-16.86%,
37.3005419,-122.0116961,95070,0.268768215,0.756318707,0.399744385,1,0.333333333,1,2,,1.799953346,-10.00%,
37.2857072,-121.9236807,95008,0.397310299,0.754511233,0.398723909,0,0.333333333,1,1,,1.111394756,11.14%,
37.3005419,-122.012478,95070,0.268768215,0.740260043,0.390677875,1,0.333333333,1,2,,1.801211372,-9.94%,
37.298107,-122.0096394,95070,0.268768215,0.73736862,0.389045417,1,0.333333333,1,2,,1.801437885,-9.93%,
37.3085199,-121.9924486,95051,0.476904035,0.736183891,0.388376534,0,0.666666667,1,1,,1.797171848,79.72%,
37.3075707,-121.9947162,95051,0.476904035,0.731116874,0.385515764,0,1,1,3,,2.4965739,-16.78%,
37.298107,-122.0098737,95070,0.268768215,0.728900549,0.384264456,1,0.333333333,1,2,,1.802101268,-9.90%,
37.3005419,-122.013203,95070,0.268768215,0.728640462,0.384117614,1,0.333333333,1,2,,1.802121643,-9.89%,
37.2991858,-121.943899,95008,0.397310299,0.727833152,0.383661818,0,1,1,2,,2.511494911,25.58%,
37.3006486,-122.0139739,95070,0.268768215,0.723789334,0.381378732,1,1,1,3,,3.200511889,6.68%,
37.2945064,-121.9444669,95008,0.397310299,0.722600226,0.380707377,0,0.666666667,1,1,,1.812899751,81.29%,
37.3004791,-122.0147355,95070,0.268768215,0.712793071,0.375170387,1,0.333333333,1,2,,1.803363118,-9.83%,
37.3075707,-121.9399063,95008,0.397310299,0.700174906,0.368046338,0,0.666666667,1,1,,1.814656537,81.47%,
37.2973888,-122.020521,95070,0.268768215,0.698593721,0.367153622,1,0.666666667,1,2,,2.503480593,25.17%,
37.2989946,-122.0120156,95070,0.268768215,0.695538221,0.365428528,1,1,1,3,,3.202725063,6.76%,
37.3085199,-121.9964838,95051,0.476904035,0.689494313,0.362016217,0,0.666666667,1,1,,1.800829481,80.08%,
37.2899865,-122.0065505,95070,0.268768215,0.687931338,0.361133782,1,1,1,3,,3.203320982,6.78%,
37.2989946,-122.0125282,95070,0.268768215,0.684778399,0.359353674,1,1,1,3,,3.203567981,6.79%,
37.2960894,-122.0208775,95070,0.268768215,0.672065604,0.352176199,1,0.666666667,1,2,,2.505558789,25.28%,
37.2831277,-122.0056585,95070,0.268768215,0.671042769,0.35159872,1,0.333333333,1,2,,1.806633811,-9.67%,
37.298107,-122.0119065,95070,0.268768215,0.667512894,0.349605799,1,0.333333333,1,2,,1.806910339,-9.65%,
37.2857072,-121.9431663,95008,0.397310299,0.665521978,0.348481754,0,1,1,2,,2.51637633,25.82%,
37.2991858,-122.015265,95070,0.268768215,0.664333104,0.347810532,1,0.333333333,1,2,,1.807159442,-9.64%,
37.2886359,-122.0066008,95070,0.268768215,0.662661029,0.3468665,1,1,1,3,,3.205300642,6.84%,
37.2989946,-122.016216,95070,0.268768215,0.660325446,0.345547861,1,1,1,3,,3.205483611,6.85%,
37.2918084,-122.0077142,95070,0.268768215,0.656160945,0.343196639,1,0.333333333,1,2,,1.807799644,-9.61%,
37.2973888,-122.0117128,95070,0.268768215,0.647965131,0.338569391,1,0.666666667,1,2,,2.507446805,25.37%,
37.3075707,-121.93804,95008,0.397310299,0.635163093,0.33134153,0,1,1,3,,2.518754627,-16.04%,
37.2816897,-122.0061486,95070,0.268768215,0.633283828,0.330280522,1,1,1,3,,3.207602034,6.92%,
37.2886359,-121.9430711,95008,0.397310299,0.630848025,0.3289053,0,0.333333333,1,2,,1.121082455,-43.95%,
37.3075707,-121.9376971,95008,0.397310299,0.625378815,0.325817456,0,0.666666667,1,2,,1.820516016,-8.97%,
37.298107,-122.015312,95070,0.268768215,0.624810777,0.325496749,1,0.333333333,1,2,,1.810255597,-9.49%,
37.2936298,-122.0092956,95070,0.268768215,0.620372732,0.322991088,1,0.666666667,1,3,,2.509608377,-16.35%,
37.2989946,-121.9422141,95008,0.397310299,0.618054898,0.321682469,0,0.333333333,1,2,,1.122084661,-43.90%,
37.2960894,-122.0189223,95070,0.268768215,0.604907533,0.314259642,1,0.666666667,1,3,,2.510819911,-16.31%,
37.2973888,-122.0163871,95070,0.268768215,0.603141513,0.31326257,1,0.333333333,1,2,,1.811953153,-9.40%,
37.2857072,-121.9419646,95008,0.397310299,0.588055346,0.30474512,0,0.666666667,1,2,,1.823439914,-8.83%,
37.2945064,-122.0107829,95070,0.268768215,0.583670133,0.302269287,1,1,1,3,,3.21148874,7.05%,
37.3075707,-121.9346659,95008,0.397310299,0.575241844,0.297510787,0,1,1,3,,2.52344882,-15.89%,
37.2882109,-122.0079206,95070,0.268768215,0.573851324,0.296725717,1,0.333333333,1,2,,1.814247729,-9.29%,
37.2960894,-122.0130191,95070,0.268768215,0.573125907,0.296316157,1,0.666666667,1,3,,2.513309664,-16.22%,
37.2945064,-122.0192713,95070,0.268768215,0.563922499,0.291120034,1,0.333333333,1,2,,1.815025547,-9.25%,
37.2882109,-122.008093,95070,0.268768215,0.563282467,0.290758681,1,1,1,3,,3.213085898,7.10%,
37.2777961,-122.0231083,95070,0.268768215,0.552052041,0.284418131,1,0.333333333,0,2,,1.815955471,-9.20%,
37.2780842,-122.0231375,95070,0.268768215,0.551847094,0.28430242,1,0.666666667,0,3,,2.514976633,-16.17%,
37.3006486,-121.9405698,95008,0.397310299,0.550174451,0.283358068,0,0.333333333,1,2,,1.127402373,-43.63%,
37.2785666,-122.0230772,95070,0.268768215,0.544532028,0.280172431,1,0.666666667,0,3,,2.515549691,-16.15%,
37.2709035,-122.0207343,95070,0.268768215,0.528014981,0.270847125,1,0.666666667,0,3,,2.516843626,-16.11%,
37.2945064,-122.0177152,95070,0.268768215,0.520249064,0.266462591,1,0.333333333,1,2,,1.818446897,-9.08%,
37.2831277,-122.0078639,95070,0.268768215,0.519925098,0.266279685,1,0.666666667,1,3,,2.517477383,-16.08%,
37.2777943,-122.0225769,95070,0.268768215,0.516276097,0.264219507,1,0.333333333,0,2,,1.818758136,-9.06%,
37.2945064,-121.9414237,95008,0.397310299,0.514968731,0.263481385,0,1,1,3,,2.528170579,-15.73%,
37.2945064,-122.016686,95070,0.268768215,0.502041982,0.256183114,1,0.666666667,1,3,,2.518878335,-16.04%,
37.2886359,-122.0096485,95070,0.268768215,0.479678389,0.243556926,1,0.666666667,1,3,,2.520630285,-15.98%,
37.2777961,-122.0220298,95070,0.268768215,0.479558752,0.24348938,1,0.666666667,0,3,,2.520639657,-15.98%,
37.2936298,-122.0170253,95070,0.268768215,0.475857761,0.241399849,1,0.666666667,1,3,,2.520929591,-15.97%,
37.2936298,-122.0147542,95070,0.268768215,0.462382893,0.233792118,1,1,1,3,,3.220990308,7.37%,
37.2795579,-122.008969,95070,0.268768215,0.441367341,0.221927015,1,0.666666667,1,3,,2.523631549,-15.88%,
37.2857072,-122.0094674,95070,0.268768215,0.43809853,0.220081488,1,1,1,3,,3.22289273,7.43%,
37.2777964,-122.0213324,95070,0.268768215,0.433045529,0.21722863,1,1,0,3,,3.223288579,7.44%,
37.2882109,-122.0104479,95070,0.268768215,0.426074879,0.213293094,1,1,1,3,,3.223834655,7.46%,
37.2795659,-122.0214041,95070,0.268768215,0.424763709,0.212552825,1,0.333333333,0,2,,1.82592716,-8.70%,
37.2795579,-122.021372,95070,0.268768215,0.422601849,0.211332267,1,0.333333333,0,2,,1.826096519,-8.70%,
37.2777945,-122.020994,95070,0.268768215,0.410636903,0.204577017,1,0.666666667,0,3,,2.526038952,-15.80%,
37.2918084,-122.0138652,95070,0.268768215,0.406477551,0.202228702,1,0.333333333,1,2,,1.827359687,-8.63%,
37.2777897,-122.0209197,95070,0.268768215,0.405778765,0.201834177,1,0.666666667,0,3,,2.526419536,-15.79%,
37.2918084,-122.0148289,95070,0.268768215,0.395462671,0.196009847,1,1,1,3,,3.226232797,7.54%,
37.2882109,-122.0195862,95070,0.268768215,0.395248107,0.195888706,1,0.333333333,1,2,,1.828239395,-8.59%,
37.2792909,-122.0207976,95070,0.268768215,0.384797486,0.189988425,1,1,0,3,,3.227068301,7.57%,
37.2857072,-121.9296438,95008,0.397310299,0.381602725,0.188184705,0,0.666666667,1,2,,1.839613285,-8.02%,
37.3006486,-121.931408,95008,0.397310299,0.371024158,0.182212186,0,0.333333333,1,2,,1.141436897,-42.93%,
37.2899865,-122.0128469,95070,0.268768215,0.368850569,0.180985006,1,0.333333333,1,2,,1.830307361,-8.49%,
37.2899865,-122.0175883,95070,0.268768215,0.363316932,0.177860788,1,0.333333333,1,2,,1.830740863,-8.46%,
