,POLE_LAT,POLE_LONG,POLE_ZIPCODE,POLE_POP_SCALED,POLE_SUB_DIST,POLE_SUB_DIST_SCALED,POLE_ZONE,SYNTH_SENSOR_DATA,FAKE_OR_SYNTH,POLE_CRIT_LABEL,POLE_CRIT_CALC,Population,Distance,Zone,Tilt Angle
231,37.298107,-121.9780979,95051,0.476904035,1.500105753,0.819676699,0,1,1,,,High,High,Urban,High
232,37.3004791,-121.9970566,95051,0.476904035,0.985406322,0.529084218,0,1,1,,,High,Medium,Urban,High
233,37.2857072,-121.9604665,95032,0.22024123,1.232865778,0.668796549,1,0.666666667,1,,,Low,High,Forest,Medium
234,37.2991858,-121.9826598,95051,0.476904035,1.391815564,0.758537493,0,0.333333333,1,,,High,High,Urban,Low
235,37.3006486,-121.9975118,95051,0.476904035,0.981630215,0.526952278,0,0.666666667,1,,,High,Medium,Urban,Medium
236,37.3028574,-122.0200333,95070,0.268768215,0.863040384,0.45999803,1,0.333333333,1,,,Low,Medium,Forest,Low
237,37.2918084,-122.0032118,95070,0.268768215,0.923996733,0.494413177,1,0.333333333,1,,,Low,Medium,Forest,Low
238,37.2960894,-121.9519983,95008,0.397310299,1.246129784,0.676285231,0,0.333333333,1,,,Medium,High,Urban,Low
239,37.3028574,-121.9723283,95051,0.476904035,1.391332214,0.758264599,0,0.666666667,1,,,High,High,Urban,Medium
240,37.2960894,-121.9573979,95008,0.397310299,1.617018089,0.885683855,0,1,1,,,Medium,High,Urban,High
241,37.2795579,-121.9842032,95032,0.22024123,1.551429536,0.848653427,1,1,1,,,Low,High,Forest,High
242,37.2816897,-121.9825733,95032,0.22024123,1.514651418,0.827888988,1,0.333333333,1,,,Low,High,Forest,Low
243,37.2857072,-121.9531547,95008,0.397310299,1.335567161,0.726780389,0,0.333333333,1,,,Medium,High,Urban,Low
244,37.3004791,-122.0026398,95051,0.476904035,1.079785547,0.582369478,0,0.333333333,1,,,High,Medium,Urban,Low
245,37.3004791,-122.0025453,95051,0.476904035,1.077107873,0.580857698,0,0.666666667,1,,,High,Medium,Urban,Medium
246,37.3075707,-122.0048461,95051,0.476904035,0.938913507,0.50283499,0,0.666666667,1,,,High,Medium,Urban,Medium
247,37.2816897,-122.011514,95070,0.268768215,0.263158328,0.121312567,1,0.333333333,1,,,Low,Low,Forest,Low
248,37.2945064,-121.9414237,95008,0.397310299,0.514968731,0.263481385,0,1,1,,,Medium,Low,Urban,High
249,37.2936298,-122.0147542,95070,0.268768215,0.462382893,0.233792118,1,1,1,,,Low,Low,Forest,High
250,37.298107,-122.001449,95051,0.476904035,1.130399378,0.610945376,0,0.666666667,1,,,High,Medium,Urban,Medium
251,37.3075707,-121.9995789,95051,0.476904035,0.760808023,0.402278993,0,1,1,,,High,Medium,Urban,High
252,37.3006486,-121.9912645,95051,0.476904035,1.035000035,0.557084171,0,0.666666667,1,,,High,Medium,Urban,Medium
253,37.2936298,-121.9764668,95032,0.22024123,1.614032957,0.883998489,1,1,1,,,Low,High,Forest,High
254,37.2936298,-122.0170253,95070,0.268768215,0.475857761,0.241399849,1,0.666666667,1,,,Low,Low,Forest,Medium
255,37.2882109,-122.0104479,95070,0.268768215,0.426074879,0.213293094,1,1,1,,,Low,Low,Forest,High
256,37.3006486,-122.0024081,95051,0.476904035,1.067591849,0.575485077,0,1,1,,,High,Medium,Urban,High
257,37.3085199,-121.9652343,95051,0.476904035,1.443041414,0.787458929,0,0.666666667,1,,,High,High,Urban,Medium
258,37.3028574,-121.9793411,95051,0.476904035,1.327628399,0.722298269,0,0.666666667,1,,,High,High,Urban,Medium
259,37.3085199,-121.9601713,95051,0.476904035,1.685932955,0.924592276,0,0.333333333,1,,,High,High,Urban,Low
260,37.2816897,-121.9801176,95032,0.22024123,1.393611215,0.759551293,1,0.666666667,1,,,Low,High,Forest,Medium
261,37.2882109,-121.9598376,95032,0.22024123,1.33368176,0.725715917,1,0.666666667,1,,,Low,High,Forest,Medium
262,37.2882109,-121.998313,95070,0.268768215,1.203197078,0.652045993,1,0.333333333,1,,,Low,Medium,Forest,Low
263,37.2918084,-122.0012886,95070,0.268768215,1.045729969,0.563142149,1,0.333333333,1,,,Low,Medium,Forest,Low
264,37.3006486,-121.9954784,95051,0.476904035,0.978630964,0.52525894,0,0.666666667,1,,,High,Medium,Urban,Medium
265,37.2918084,-122.0017196,95070,0.268768215,1.018206361,0.547602685,1,0.333333333,1,,,Low,Medium,Forest,Low
266,37.3075707,-121.9781053,95051,0.476904035,1.153835899,0.624177326,0,1,1,,,High,Medium,Urban,High
267,37.2831277,-121.9860147,95032,0.22024123,1.730388895,0.94969151,1,0.333333333,1,,,Low,High,Forest,Low
268,37.2973888,-121.966552,95032,0.22024123,1.591732763,0.871408095,1,0.666666667,1,,,Low,High,Forest,Medium
269,37.2882109,-121.9763759,95032,0.22024123,1.434910795,0.782868489,1,0.666666667,1,,,Low,High,Forest,Medium
270,37.2882109,-122.008093,95070,0.268768215,0.563282467,0.290758681,1,1,1,,,Low,Low,Forest,High
271,37.3075707,-121.9947162,95051,0.476904035,0.731116874,0.385515764,0,1,1,,,High,Medium,Urban,High
272,37.2945064,-121.966783,95032,0.22024123,1.48654385,0.812019828,1,0.666666667,1,,,Low,High,Forest,Medium
273,37.2882109,-122.0079206,95070,0.268768215,0.573851324,0.296725717,1,0.333333333,1,,,Low,Low,Forest,Low
274,37.2816897,-121.9960314,95070,0.268768215,1.332130718,0.724840219,1,1,1,,,Low,High,Forest,High
275,37.2918084,-121.9571268,95032,0.22024123,1.526332954,0.834484229,1,0.666666667,1,,,Low,High,Forest,Medium
276,37.2973888,-122.020521,95070,0.268768215,0.698593721,0.367153622,1,0.666666667,1,,,Low,Medium,Forest,Medium
277,37.2816897,-121.998489,95070,0.268768215,1.162346557,0.62898233,1,1,1,,,Low,Medium,Forest,High
278,37.3049715,-121.9819763,95051,0.476904035,1.272665533,0.691266963,0,0.333333333,1,,,High,High,Urban,Low
279,37.2899865,-121.9491844,95008,0.397310299,1.044368933,0.562373727,0,0.666666667,1,,,Medium,Medium,Urban,Medium
280,37.3075707,-121.9883041,95051,0.476904035,0.906251647,0.484394536,0,0.333333333,1,,,High,Medium,Urban,Low
281,37.3028574,-121.9744121,95051,0.476904035,1.354732063,0.737600639,0,0.333333333,1,,,High,High,Urban,Low
282,37.3085199,-121.9654745,95051,0.476904035,1.432617963,0.781573986,0,0.333333333,1,,,High,High,Urban,Low
283,37.2882109,-122.0036151,95070,0.268768215,0.84940964,0.452302292,1,1,1,,,Low,Medium,Forest,High
284,37.2816897,-122.0036798,95070,0.268768215,0.80378006,0.426540436,1,0.333333333,1,,,Low,Medium,Forest,Low
285,37.298107,-121.9789965,95051,0.476904035,1.500470037,0.819882369,0,1,1,,,High,High,Urban,High
286,37.3028574,-121.976084,95051,0.476904035,1.335903864,0.726970487,0,0.333333333,1,,,High,High,Urban,Low
287,37.2899865,-121.9500366,95008,0.397310299,1.103132952,0.595551114,0,0.333333333,1,,,Medium,Medium,Urban,Low
288,37.2882109,-121.9660897,95032,0.22024123,1.25602881,0.68187409,1,0.333333333,1,,,Low,High,Forest,Low
289,37.3075707,-121.9841704,95051,0.476904035,1.101949548,0.594882979,0,0.333333333,1,,,High,Medium,Urban,Low
290,37.2960894,-121.9623835,95032,0.22024123,1.568014593,0.85801713,1,0.333333333,1,,,Low,High,Forest,Low
291,37.2882109,-122.0013375,95070,0.268768215,1.000275978,0.537479429,1,0.666666667,1,,,Low,Medium,Forest,Medium
292,37.2945064,-121.9617397,95032,0.22024123,1.519686232,0.830731578,1,1,1,,,Low,High,Forest,High
293,37.2831277,-121.9796294,95032,0.22024123,1.410277019,0.768960585,1,1,1,,,Low,High,Forest,High
294,37.2899865,-121.9794375,95032,0.22024123,1.601495445,0.876919976,1,1,1,,,Low,High,Forest,High
295,37.3005419,-121.9631152,95032,0.22024123,1.721381062,0.944605807,1,0.333333333,1,,,Low,High,Forest,Low
296,37.2795579,-121.9888017,95032,0.22024123,1.814536433,0.997200095,1,0.333333333,1,,,Low,High,Forest,Low
297,37.2991858,-121.9690143,95051,0.476904035,1.598548384,0.875256104,0,0.333333333,1,,,High,High,Urban,Low
298,37.2918084,-121.9699424,95032,0.22024123,1.409777923,0.768678802,1,0.333333333,1,,,Low,High,Forest,Low
299,37.2989946,-122.0120156,95070,0.268768215,0.695538221,0.365428528,1,1,1,,,Low,Medium,Forest,High
300,37.2831277,-121.9811012,95032,0.22024123,1.478542666,0.807502465,1,0.666666667,1,,,Low,High,Forest,Medium
301,37.2945064,-121.9444669,95008,0.397310299,0.722600226,0.380707377,0,0.666666667,1,,,Medium,Medium,Urban,Medium
302,37.2882109,-121.9460277,95008,0.397310299,0.834754494,0.444028191,0,0.666666667,1,,,Medium,Medium,Urban,Medium
303,37.3004791,-121.9629688,95032,0.22024123,1.720436817,0.944072699,1,1,1,,,Low,High,Forest,High
304,37.2918084,-121.9586116,95032,0.22024123,1.486511895,0.812001786,1,0.333333333,1,,,Low,High,Forest,Low
305,37.3085199,-121.9583983,95051,0.476904035,1.779432709,0.977380998,0,0.333333333,1,,,High,High,Urban,Low
306,37.2882109,-121.9749696,95032,0.22024123,1.390516457,0.757804034,1,0.333333333,1,,,Low,High,Forest,Low
307,37.2882109,-121.9707435,95032,0.22024123,1.292378492,0.702396639,1,0.666666667,1,,,Low,High,Forest,Medium
308,37.3004791,-121.9595143,95032,0.22024123,1.768529064,0.971224945,1,1,1,,,Low,High,Forest,High
309,37.2816897,-122.0112123,95070,0.268768215,0.283928452,0.133039104,1,0.333333333,1,,,Low,Low,Forest,Low
310,37.2899865,-121.9509173,95008,0.397310299,1.163875053,0.629845299,0,0.666666667,1,,,Medium,Medium,Urban,Medium
311,37.2816897,-121.9614736,95032,0.22024123,1.071350358,0.577607082,1,1,1,,,Low,Medium,Forest,High
312,37.2899865,-121.9511478,95008,0.397310299,1.179774605,0.638821975,0,0.333333333,1,,,Medium,Medium,Urban,Low
313,37.2816897,-122.0061486,95070,0.268768215,0.633283828,0.330280522,1,1,1,,,Low,Low,Forest,High
314,37.3006486,-122.0090668,95070,0.268768215,0.837408335,0.445526515,1,0.666666667,1,,,Low,Medium,Forest,Medium
315,37.2816897,-122.0102665,95070,0.268768215,0.349099962,0.169834075,1,0.333333333,1,,,Low,Low,Forest,Low
316,37.3005419,-121.9814871,95051,0.476904035,1.412579662,0.770260627,0,1,1,,,High,High,Urban,High
317,37.2918084,-121.972091,95032,0.22024123,1.443470981,0.787701456,1,0.666666667,1,,,Low,High,Forest,Medium
318,37.3005419,-121.9617148,95032,0.22024123,1.736514034,0.953149683,1,0.666666667,1,,,Low,High,Forest,Medium
319,37.2936298,-121.9565334,95008,0.397310299,1.551238539,0.848545592,0,1,1,,,Medium,High,Urban,High
320,37.2816897,-121.9673963,95032,0.22024123,1.020004147,0.548617691,1,1,1,,,Low,Medium,Forest,High
321,37.2886359,-121.9862605,95051,0.476904035,1.574522039,0.861691148,0,1,1,,,High,High,Urban,High
322,37.2945064,-121.9688782,95032,0.22024123,1.496606312,0.817700961,1,0.666666667,1,,,Low,High,Forest,Medium
323,37.2816897,-121.9697496,95032,0.22024123,1.04437952,0.562379704,1,1,1,,,Low,Medium,Forest,High
324,37.2918084,-121.9591384,95032,0.22024123,1.473842167,0.804848626,1,0.333333333,1,,,Low,High,Forest,Low
325,37.2945064,-121.9694399,95032,0.22024123,1.501666821,0.820558057,1,1,1,,,Low,High,Forest,High
326,37.2918084,-121.9696485,95032,0.22024123,1.406325426,0.766729568,1,0.666666667,1,,,Low,High,Forest,Medium
327,37.2918084,-121.9648342,95032,0.22024123,1.391367618,0.758284588,1,1,1,,,Low,High,Forest,High
328,37.2960894,-121.9924144,95051,0.476904035,1.173692036,0.635387838,0,1,1,,,High,Medium,Urban,High
329,37.2795579,-121.949879,95008,0.397310299,1.179330858,0.638571442,0,0.333333333,1,,,Medium,Medium,Urban,Low
330,37.3049715,-121.9800709,95051,0.476904035,1.253929645,0.680688929,0,0.333333333,1,,,High,High,Urban,Low
331,37.2918084,-121.9652537,95032,0.22024123,1.389513569,0.757237816,1,0.333333333,1,,,Low,High,Forest,Low
332,37.3049715,-121.9628381,95051,0.476904035,1.648893763,0.903680438,0,0.666666667,1,,,High,High,Urban,Medium
333,37.2918084,-121.966909,95032,0.22024123,1.388092549,0.756435527,1,0.666666667,1,,,Low,High,Forest,Medium
334,37.3085199,-121.9688951,95051,0.476904035,1.2982018,0.705684401,0,0.666666667,1,,,High,High,Urban,Medium
335,37.2918084,-121.9779033,95032,0.22024123,1.601433204,0.876884835,1,0.333333333,1,,,Low,High,Forest,Low
336,37.2945064,-121.9830948,95051,0.476904035,1.50476078,0.822304865,0,1,1,,,High,High,Urban,High
337,37.2945064,-121.9719968,95032,0.22024123,1.536926256,0.840465067,1,0.333333333,1,,,Low,High,Forest,Low
338,37.2960894,-121.9673096,95032,0.22024123,1.545607632,0.845366457,1,1,1,,,Low,High,Forest,High
339,37.2795579,-122.002583,95070,0.268768215,0.880923186,0.470094423,1,0.333333333,1,,,Low,Medium,Forest,Low
340,37.2960894,-121.9726218,95032,0.22024123,1.604163843,0.878426518,1,0.666666667,1,,,Low,High,Forest,Medium
341,37.2945064,-121.9497714,95008,0.397310299,1.086950817,0.586414894,0,0.333333333,1,,,Medium,Medium,Urban,Low
342,37.2899865,-121.975124,95032,0.22024123,1.453890736,0.793584312,1,0.666666667,1,,,Low,High,Forest,Medium
343,37.2899865,-121.9670408,95032,0.22024123,1.321779794,0.718996224,1,0.333333333,1,,,Low,High,Forest,Low
344,37.2886359,-121.996936,95070,0.268768215,1.299459787,0.706394644,1,0.666666667,1,,,Low,High,Forest,Medium
345,37.2936298,-121.9532422,95008,0.397310299,1.324054294,0.720280377,0,0.666666667,1,,,Medium,High,Urban,Medium
346,37.2989946,-122.0125282,95070,0.268768215,0.684778399,0.359353674,1,1,1,,,Low,Medium,Forest,High
347,37.2886359,-121.9880796,95051,0.476904035,1.523959348,0.833144122,0,1,1,,,High,High,Urban,High
348,37.2882109,-121.9788748,95032,0.22024123,1.525925162,0.834253995,1,0.333333333,1,,,Low,High,Forest,Low
349,37.3005419,-122.0068941,95070,0.268768215,0.920672619,0.492536426,1,0.333333333,1,,,Low,Medium,Forest,Low
350,37.2960894,-121.9714027,95032,0.22024123,1.583411046,0.866709764,1,0.333333333,1,,,Low,High,Forest,Low
351,37.3085199,-121.9742352,95051,0.476904035,1.155700424,0.625230012,0,1,1,,,High,Medium,Urban,High
352,37.2991858,-121.974352,95051,0.476904035,1.487271163,0.812430459,0,0.333333333,1,,,High,High,Urban,Low
353,37.2960894,-121.971993,95032,0.22024123,1.592937333,0.872088179,1,0.666666667,1,,,Low,High,Forest,Medium
354,37.2899865,-121.9579096,95032,0.22024123,1.443382676,0.787651601,1,1,1,,,Low,High,Forest,High
355,37.2899865,-121.9634157,95032,0.22024123,1.336149295,0.727109054,1,0.666666667,1,,,Low,High,Forest,Medium
356,37.3085199,-121.9839364,95051,0.476904035,1.091936742,0.589229882,0,0.333333333,1,,,High,Medium,Urban,Low
357,37.2936298,-122.0036207,95070,0.268768215,0.929711675,0.497639758,1,0.333333333,1,,,Low,Medium,Forest,Low
358,37.2831277,-121.9920513,95070,0.268768215,1.608739778,0.88101003,1,0.666666667,1,,,Low,High,Forest,Medium
359,37.2857072,-121.9585724,95032,0.22024123,1.281868779,0.696462994,1,0.333333333,1,,,Low,High,Forest,Low
360,37.2936298,-121.9516816,95008,0.397310299,1.216359542,0.659477346,0,0.666666667,1,,,Medium,Medium,Urban,Medium
361,37.3049715,-121.9663624,95051,0.476904035,1.50123539,0.820314477,0,1,1,,,High,High,Urban,High
362,37.3005419,-121.9660024,95051,0.476904035,1.651284873,0.905030427,0,0.666666667,1,,,High,High,Urban,Medium
363,37.3028574,-121.9826864,95051,0.476904035,1.294107256,0.703372676,0,0.333333333,1,,,High,High,Urban,Low
364,37.2816897,-121.9781687,95032,0.22024123,1.305284784,0.70968336,1,1,1,,,Low,High,Forest,High
365,37.298107,-121.9807024,95051,0.476904035,1.508210356,0.82425245,0,0.333333333,1,,,High,High,Urban,Low
366,37.3006486,-121.964071,95032,0.22024123,1.718001964,0.942698013,1,1,1,,,Low,High,Forest,High
367,37.2816897,-121.9708138,95032,0.22024123,1.063413588,0.573126087,1,0.333333333,1,,,Low,Medium,Forest,Low
368,37.298107,-122.0119065,95070,0.268768215,0.667512894,0.349605799,1,0.333333333,1,,,Low,Medium,Forest,Low
369,37.2816897,-121.971006,95032,0.22024123,1.067355262,0.575351504,1,0.666666667,1,,,Low,Medium,Forest,Medium
370,37.3005419,-121.9669949,95051,0.476904035,1.616710758,0.88551034,0,0.333333333,1,,,High,High,Urban,Low
371,37.2945064,-121.9559328,95008,0.397310299,1.511481781,0.826099453,0,0.333333333,1,,,Medium,High,Urban,Low
372,37.3006486,-121.9604334,95032,0.22024123,1.758723727,0.965688981,1,0.666666667,1,,,Low,High,Forest,Medium
373,37.3005419,-121.9700021,95051,0.476904035,1.526052197,0.834325717,0,1,1,,,High,High,Urban,High
374,37.2816897,-121.9715948,95032,0.22024123,1.080357497,0.582692393,1,1,1,,,Low,Medium,Forest,High
375,37.3085199,-121.9783381,95051,0.476904035,1.118907988,0.60445749,0,0.666666667,1,,,High,Medium,Urban,Medium
376,37.2857072,-121.9552982,95032,0.22024123,1.391761433,0.758506931,1,0.666666667,1,,,Low,High,Forest,Medium
377,37.298107,-121.9956717,95051,0.476904035,1.071043274,0.577433707,0,0.666666667,1,,,High,Medium,Urban,Medium
378,37.3085199,-121.9764113,95051,0.476904035,1.127491818,0.609303806,0,1,1,,,High,Medium,Urban,High
379,37.2886359,-121.9544241,95008,0.397310299,1.409115172,0.768304622,0,1,1,,,Medium,High,Urban,High
380,37.2991858,-121.9780515,95051,0.476904035,1.460687283,0.797421552,0,1,1,,,High,High,Urban,High
381,37.3028574,-121.984025,95051,0.476904035,1.229075878,0.666656821,0,0.333333333,1,,,High,Medium,Urban,Low
382,37.2936298,-121.9469393,95008,0.397310299,0.88930692,0.474827768,0,1,1,,,Medium,Medium,Urban,High
383,37.3028574,-121.9874452,95051,0.476904035,1.081243611,0.583192682,0,0.333333333,1,,,High,Medium,Urban,Low
384,37.298107,-121.9891695,95051,0.476904035,1.175279218,0.63628394,0,0.666666667,1,,,High,Medium,Urban,Medium
385,37.2886359,-121.9994561,95070,0.268768215,1.129968252,0.610701968,1,0.333333333,1,,,Low,Medium,Forest,Low
386,37.3005419,-121.9723812,95051,0.476904035,1.471261117,0.803391399,0,0.666666667,1,,,High,High,Urban,Medium
387,37.2973888,-122.0163871,95070,0.268768215,0.603141513,0.31326257,1,0.333333333,1,,,Low,Low,Forest,Low
388,37.3049715,-121.9698067,95051,0.476904035,1.383372696,0.753770761,0,1,1,,,High,High,Urban,High
389,37.3006486,-122.0139739,95070,0.268768215,0.723789334,0.381378732,1,1,1,,,Low,Medium,Forest,High
390,37.3028574,-121.987948,95051,0.476904035,1.06221275,0.572448109,0,1,1,,,High,Medium,Urban,High
391,37.2991858,-121.9768861,95051,0.476904035,1.464306784,0.799465075,0,0.666666667,1,,,High,High,Urban,Medium
392,37.2886359,-121.9487807,95008,0.397310299,1.02106569,0.549217024,0,0.333333333,1,,,Medium,Medium,Urban,Low
393,37.2831277,-121.9928545,95070,0.268768215,1.553304934,0.849712251,1,0.666666667,1,,,Low,High,Forest,Medium
394,37.2886359,-121.9430711,95008,0.397310299,0.630848025,0.3289053,0,0.333333333,1,,,Medium,Low,Urban,Low
395,37.3005419,-121.9747988,95051,0.476904035,1.432861772,0.781711638,0,1,1,,,High,High,Urban,High
396,37.2886359,-121.9902546,95051,0.476904035,1.475333792,0.805690778,0,1,1,,,High,High,Urban,High
397,37.3049715,-121.978246,95051,0.476904035,1.248800779,0.677793239,0,1,1,,,High,High,Urban,High
398,37.298107,-121.9863152,95051,0.476904035,1.269478016,0.689467333,0,0.666666667,1,,,High,High,Urban,Medium
399,37.2991858,-121.9769301,95051,0.476904035,1.46408984,0.799342591,0,0.333333333,1,,,High,High,Urban,Low
400,37.2973888,-122.0117128,95070,0.268768215,0.647965131,0.338569391,1,0.666666667,1,,,Low,Medium,Forest,Medium
401,37.2960894,-121.9948015,95051,0.476904035,1.148332719,0.621070303,0,0.666666667,1,,,High,Medium,Urban,Medium
402,37.2899865,-121.9553966,95008,0.397310299,1.472956791,0.804348754,0,1,1,,,Medium,High,Urban,High
403,37.2989946,-122.016216,95070,0.268768215,0.660325446,0.345547861,1,1,1,,,Low,Medium,Forest,High
404,37.298107,-121.9808398,95051,0.476904035,1.507017576,0.823579022,0,1,1,,,High,High,Urban,High
405,37.2945064,-121.9815254,95051,0.476904035,1.57236255,0.860471929,0,1,1,,,High,High,Urban,High
406,37.298107,-122.0025593,95070,0.268768215,1.079893013,0.582430152,1,0.333333333,1,,,Low,Medium,Forest,Low
407,37.3075707,-121.9376971,95008,0.397310299,0.625378815,0.325817456,0,0.666666667,1,,,Medium,Low,Urban,Medium
408,37.3075707,-121.9346659,95008,0.397310299,0.575241844,0.297510787,0,1,1,,,Medium,Low,Urban,High
409,37.2899865,-121.9747229,95032,0.22024123,1.442529279,0.787169784,1,0.333333333,1,,,Low,High,Forest,Low
410,37.3085199,-121.9559273,95008,0.397310299,1.626271762,0.890908356,0,1,1,,,Medium,High,Urban,High
411,37.3085199,-121.9511797,95008,0.397310299,1.327750265,0.722367073,0,0.333333333,1,,,Medium,High,Urban,Low
412,37.2945064,-121.9791432,95051,0.476904035,1.632471115,0.894408429,0,0.666666667,1,,,High,High,Urban,Medium
413,37.2886359,-122.0021944,95070,0.268768215,0.947711132,0.507802013,1,0.666666667,1,,,Low,Medium,Forest,Medium
414,37.3075707,-121.93804,95008,0.397310299,0.635163093,0.33134153,0,1,1,,,Medium,Low,Urban,High
415,37.298107,-121.9938828,95051,0.476904035,1.08226444,0.583769028,0,0.333333333,1,,,High,Medium,Urban,Low
416,37.2960894,-121.9964966,95051,0.476904035,1.144504888,0.618909161,0,1,1,,,High,Medium,Urban,High
417,37.3006486,-122.0205322,95070,0.268768215,0.803623968,0.426452308,1,1,1,,,Low,Medium,Forest,High
418,37.3075707,-121.9399063,95008,0.397310299,0.700174906,0.368046338,0,0.666666667,1,,,Medium,Medium,Urban,Medium
419,37.2882109,-121.9903897,95051,0.476904035,1.487741512,0.812696012,0,0.333333333,1,,,High,High,Urban,Low
420,37.2882109,-121.9837497,95051,0.476904035,1.670805316,0.916051411,0,1,1,,,High,High,Urban,High
421,37.2795579,-122.008969,95070,0.268768215,0.441367341,0.221927015,1,0.666666667,1,,,Low,Low,Forest,Medium
422,37.2936298,-122.0050771,95070,0.268768215,0.843784058,0.449126164,1,0.333333333,1,,,Low,Medium,Forest,Low
423,37.3075707,-121.9458035,95008,0.397310299,0.991538335,0.532546271,0,1,1,,,Medium,Medium,Urban,High
424,37.298107,-122.0081138,95070,0.268768215,0.798360189,0.423480449,1,0.666666667,1,,,Low,Medium,Forest,Medium
425,37.3085199,-122.0196579,95014,0.532997999,0.952929176,0.510748051,1,0.666666667,1,,,High,Medium,Forest,Medium
426,37.3085199,-122.0183053,95014,0.532997999,0.964009853,0.517004055,1,0.333333333,1,,,High,Medium,Forest,Low
427,37.3075707,-121.9524881,95008,0.397310299,1.394065483,0.759807767,0,1,1,,,Medium,High,Urban,High
428,37.3075707,-121.9503694,95008,0.397310299,1.262090092,0.685296209,0,0.333333333,1,,,Medium,High,Urban,Low
429,37.298107,-122.0098737,95070,0.268768215,0.728900549,0.384264456,1,0.333333333,1,,,Low,Medium,Forest,Low
430,37.3075707,-122.0191958,95014,0.532997999,0.990296547,0.531845174,1,0.666666667,1,,,High,Medium,Forest,Medium
431,37.298107,-122.015312,95070,0.268768215,0.624810777,0.325496749,1,0.333333333,1,,,Low,Low,Forest,Low
432,37.2899865,-121.9680141,95032,0.22024123,1.325977429,0.721366153,1,0.666666667,1,,,Low,High,Forest,Medium
433,37.2831277,-121.995419,95070,0.268768215,1.376344303,0.749802623,1,0.333333333,1,,,Low,High,Forest,Low
434,37.3075707,-121.9537064,95008,0.397310299,1.471190514,0.803351538,0,0.333333333,1,,,Medium,High,Urban,Low
435,37.2899865,-121.9739618,95032,0.22024123,1.422206336,0.775695719,1,0.666666667,1,,,Low,High,Forest,Medium
436,37.2973888,-122.0070765,95070,0.268768215,0.82557894,0.438847795,1,0.666666667,1,,,Low,Medium,Forest,Medium
437,37.2795579,-122.0108646,95070,0.268768215,0.311817362,0.148784813,1,0.333333333,1,,,Low,Low,Forest,Low
438,37.3005419,-122.0059436,95070,0.268768215,0.963483008,0.516706605,1,0.666666667,1,,,Low,Medium,Forest,Medium
439,37.3075707,-121.9544467,95008,0.397310299,1.518421741,0.830017663,0,1,1,,,Medium,High,Urban,High
440,37.3005419,-122.0066063,95070,0.268768215,0.933354581,0.499696494,1,0.333333333,1,,,Low,Medium,Forest,Low
441,37.298107,-122.0096394,95070,0.268768215,0.73736862,0.389045417,1,0.333333333,1,,,Low,Medium,Forest,Low
442,37.3049715,-121.9727905,95051,0.476904035,1.307961635,0.711194675,0,0.666666667,1,,,High,High,Urban,Medium
443,37.2831277,-121.9979445,95070,0.268768215,1.202143967,0.651451421,1,0.333333333,1,,,Low,Medium,Forest,Low
444,37.2886359,-122.0166699,95070,0.268768215,0.293387273,0.138379429,1,0.333333333,1,,,Low,Low,Forest,Low
445,37.2831277,-122.0029731,95070,0.268768215,0.855659333,0.455830786,1,0.333333333,1,,,Low,Medium,Forest,Low
446,37.3049715,-121.9565322,95008,0.397310299,1.622173228,0.888594378,0,0.666666667,1,,,Medium,High,Urban,Medium
447,37.2973888,-122.0036609,95070,0.268768215,1.002846513,0.538930719,1,0.333333333,1,,,Low,Medium,Forest,Low
448,37.2886359,-122.0066008,95070,0.268768215,0.662661029,0.3468665,1,1,1,,,Low,Medium,Forest,High
449,37.2831277,-122.0124721,95070,0.268768215,0.210169817,0.091395956,1,1,1,,,Low,Low,Forest,High
450,37.3049715,-121.9507507,95008,0.397310299,1.246087214,0.676261196,0,1,1,,,Medium,High,Urban,High
451,37.3049715,-121.9572833,95008,0.397310299,1.671829203,0.916629484,0,0.333333333,1,,,Medium,High,Urban,Low
452,37.2795579,-122.0182492,95070,0.268768215,0.210497101,0.091580736,1,1,1,,,Low,Low,Forest,High
453,37.2886359,-122.0096485,95070,0.268768215,0.479678389,0.243556926,1,0.666666667,1,,,Low,Low,Forest,Medium
454,37.3005419,-121.9571764,95008,0.397310299,1.625564506,0.890509049,0,0.666666667,1,,,Medium,High,Urban,Medium
455,37.3006486,-121.931408,95008,0.397310299,0.371024158,0.182212186,0,0.333333333,1,,,Medium,Low,Urban,Low
456,37.3004791,-121.9489776,95008,0.397310299,1.074939893,0.579633686,0,0.333333333,1,,,Medium,Medium,Urban,Low
457,37.3004791,-121.9494295,95008,0.397310299,1.104834538,0.596511806,0,0.666666667,1,,,Medium,Medium,Urban,Medium
458,37.2991858,-121.943899,95008,0.397310299,0.727833152,0.383661818,0,1,1,,,Medium,Medium,Urban,High
459,37.3004791,-121.9553229,95008,0.397310299,1.499675247,0.819433641,0,0.666666667,1,,,Medium,High,Urban,Medium
460,37.3006486,-121.9345425,95008,0.397310299,0.322364779,0.154739745,0,1,1,,,Medium,Low,Urban,High
461,37.2936298,-122.0092956,95070,0.268768215,0.620372732,0.322991088,1,0.666666667,1,,,Low,Low,Forest,Medium
462,37.2991858,-121.9451195,95008,0.397310299,0.806861499,0.428280176,0,0.666666667,1,,,Medium,Medium,Urban,Medium
463,37.2795579,-122.0131001,95070,0.268768215,0.162023036,0.064212921,1,1,1,,,Low,Low,Forest,High
